PLAYER,OverseasIndian,TYPE,Played For Country,Predicted Price,Selling Price,Base Price,Performance,batting id,bowling id,batting erd,bowling erd
Mohd. Arshad Khan,Indian,All-Rounder,0.0,2835830.5,2000000.0,0.0,0.23946486,541,-1,-1.2073000000000036,-0.0
Mohit Rathee,Indian,All-Rounder,0.0,2263706.5,0.0,2000000.0,0.23946486,619,485,-0.5688000000000102,-0.950700000000012
Mohit Redkar,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Murugan Abhishek,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Musheer Khan,Indian,All-Rounder,0.0,2825128.8,0.0,2000000.0,0.23946486,541,-1,-1.2073000000000036,-0.0
Nasir Lone,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Ninad Rathva,Indian,All-Rounder,0.0,2106213.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
P.A. Abdul,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Pradosh Paul,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Prerit Dutta,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Rahul Buddhi,Indian,All-Rounder,0.0,2108533.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Raj Chaudhary,Indian,All-Rounder,0.0,2103893.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Ravi Chauhan,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Rohit Rayudu,Indian,All-Rounder,0.0,2112013.2,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Sahil Dhiwan,Indian,All-Rounder,0.0,2108533.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Sairaj Patil,Indian,All-Rounder,1.0,2796023.5,0.0,2000000.0,0.23946486,1076,-1,1.240700000000004,-0.0
Sanjay Pahal,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Saransh Jain,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Sarfaraz Khan,Indian,All-Rounder,0.0,2537590.0,0.0,2000000.0,0.23946486,403,394,0.9642000000000052,0.253799999999984
Saumy Pandey,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Saurabh Kumar,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Shubham Singh Pundir,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Shubhang Hegde,Indian,All-Rounder,0.0,2103893.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Suryansh Shedge,Indian,All-Rounder,0.0,2101572.5,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Tanay Thyagarajann,Indian,All-Rounder,0.0,2109954.2,2000000.0,0.0,0.23946486,-1,-1,0.0,-0.0
Tanush Kotian,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Utkarsh Singh,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Vaisakh Chandran,Indian,All-Rounder,0.0,2109693.2,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Vineet Dhankhar,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Vivrant Sharma,Indian,All-Rounder,0.0,2540788.5,0.0,2000000.0,0.23946486,636,499,-0.151299999999992,-4.784700000000015
Writtick Chatterjee,Indian,All-Rounder,0.0,2114333.0,0.0,2000000.0,0.23946486,-1,-1,0.0,-0.0
Ben Dwarshuis,Overseas,Bowler,1.0,2391955.5,0.0,5000000.0,0.234218635,2426,1809,-0.2712999999999965,-14.84620000000001
Tim Southee,Overseas,Bowler,1.0,38743040.0,0.0,15000000.0,0.229635834,378,184,-0.6173000000000002,-1.352699999999999
Prenelan Subrayen,Overseas,All-Rounder,0.0,2124566.8,0.0,2000000.0,0.222985935,-1,-1,0.0,-0.0
Akeal Hosein,Overseas,Bowler,1.0,13476378.0,0.0,5000000.0,0.214801719,629,495,0.2351999999999918,0.1402999999999963
Jaydev Unadkat,Indian,Bowler,1.0,7641269.5,16000000.0,0.0,0.209541244,368,174,-0.1872999999999933,-5.369200000000006
Keshav Maharaj,Overseas,All-Rounder,1.0,9653881.0,0.0,5000000.0,0.207179462,2127,1523,-0.010799999999989,0.5908000000000015
Harshal Patel,Indian,All-Rounder,1.0,19530762.0,117500000.0,0.0,0.198697015,312,226,0.4772000000000105,-0.2582000000000164
Shardul Thakur,Indian,All-Rounder,1.0,22217538.0,40000000.0,0.0,0.198463819,407,306,-0.5018000000000029,-6.817700000000002
Jhye Richardson,Overseas,Bowler,1.0,9336875.0,50000000.0,0.0,0.197578022,542,422,0.5082000000000164,2.807799999999986
Anshul Kamboj,Indian,All-Rounder,0.0,2105053.2,2000000.0,0.0,0.189058207,-1,-1,0.0,-0.0
James Neesham,Overseas,All-Rounder,1.0,20580640.0,0.0,15000000.0,0.187323517,377,280,0.4362000000000137,-16.018699999999995
K.C Cariappa,Indian,Bowler,0.0,2532708.0,0.0,2000000.0,0.185699108,423,299,-0.1667999999999949,-14.661200000000008
Adam Milne,Overseas,Bowler,1.0,15488255.0,0.0,10000000.0,0.1853424,450,317,-0.3383000000000038,-1.3442000000000007
Adil Rashid,Overseas,Bowler,1.0,26448402.0,0.0,20000000.0,0.182810408,611,439,0.5882000000000005,-0.3061999999999898
Chris Woakes,Overseas,All-Rounder,1.0,11724359.0,42000000.0,0.0,0.182639703,442,336,0.5767000000000166,-7.827200000000005
Barinder Sran,Indian,Bowler,1.0,3093413.0,0.0,5000000.0,0.182634806,430,310,-0.954800000000006,-4.638200000000012
Shreyas Gopal,Indian,Bowler,0.0,2494120.5,2000000.0,0.0,0.177140545,389,291,-0.4952999999999861,-7.307199999999995
Jagadeesha Suchith,Indian,Bowler,0.0,3842254.0,0.0,2000000.0,0.173835317,399,301,0.6991999999999905,1.5548000000000002
Alzarri Joseph,Overseas,Bowler,1.0,13742845.0,115000000.0,0.0,0.173307818,504,389,0.4247000000000014,-4.621700000000004
Hrithik Shokeen,Indian,All-Rounder,0.0,6295063.0,0.0,2000000.0,0.172556445,587,459,-0.1967999999999961,-10.1712
Gus Atkinson,Overseas,Bowler,1.0,2140985.0,10000000.0,0.0,0.172205185,-1,-1,0.0,-0.0
Chris Wood,Overseas,Bowler,0.0,2136464.2,0.0,2000000.0,0.171911972,-1,-1,0.0,-0.0
Lockie Ferguson,Overseas,Bowler,1.0,15268348.0,20000000.0,0.0,0.169896119,447,344,-0.4672999999999945,-8.779699999999991
Manav Suthar,Indian,Bowler,0.0,2111150.0,2000000.0,0.0,0.168146016,-1,-1,0.0,-0.0
Luke Wood,Overseas,Bowler,1.0,2661003.5,0.0,5000000.0,0.166178843,-1,2037,0.0,10.058300000000004
Umesh Yadav,Indian,Bowler,1.0,14503872.0,58000000.0,0.0,0.16477312,233,162,0.4557000000000073,-4.959699999999998
Fabian Allen,Overseas,All-Rounder,0.0,12678001.0,0.0,7500000.0,0.163094691,545,427,0.0202000000000168,-4.209699999999998
S Midhun,Indian,Bowler,0.0,2039616.8,0.0,3000000.0,0.158992715,-1,391,0.0,0.4997999999999933
Chris Jordan,Overseas,Bowler,1.0,35404580.0,0.0,15000000.0,0.157244343,435,325,-0.8383000000000038,-2.2642000000000166
Mitchell Starc,Overseas,Bowler,1.0,19762206.0,247500000.0,0.0,0.154317668,379,279,-0.3507999999999924,4.3553
William O'Rourke,Overseas,Bowler,0.0,2123704.0,0.0,2000000.0,0.152264534,-1,-1,0.0,-0.0
Mujeeb Rahman,Overseas,Bowler,1.0,12732593.0,20000000.0,0.0,0.152084009,470,357,0.459699999999998,-0.8742000000000019
Obed Mccoy,Overseas,Bowler,0.0,2128343.8,0.0,5000000.0,0.151606039,-1,-1,0.0,-0.0
Ish Sodhi,Overseas,Bowler,1.0,27426448.0,0.0,7500000.0,0.15027804,489,366,1.308700000000016,-1.387200000000007
Shivam Sharma,Indian,Bowler,1.0,2789786.2,0.0,2000000.0,0.148353718,382,285,0.6492000000000075,-6.859200000000016
Richard Ngarava,Overseas,Bowler,1.0,12172691.0,0.0,5000000.0,0.14740531,1935,1311,0.1947000000000116,-3.980700000000013
Paul Van Meekeren,Overseas,Bowler,1.0,19877548.0,0.0,2000000.0,0.145555757,1014,766,0.1221999999999923,3.384299999999996
Rahul Shukla,Indian,Bowler,0.0,2478312.0,0.0,2000000.0,0.141970152,343,244,-1.0842999999999847,-13.424200000000011
Spencer Johnson,Overseas,Bowler,1.0,2144465.0,100000000.0,0.0,0.139815489,-1,-1,0.0,-0.0
Abhilash Shetty,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Akhin Sathar,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Allah Ghazanfar,Overseas,Bowler,0.0,2116743.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Arpit Guleria,Indian,Bowler,0.0,2116950.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Ashok Sharma,Indian,Bowler,1.0,7432149.5,0.0,2000000.0,0.136903569,3046,-1,-1.1607999999999947,-0.0
Ashwani Kumar,Indian,Bowler,0.0,2116950.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
B. Surya,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Basit Bashir,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Bhuwan Rohilla,Indian,Bowler,0.0,2112310.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Chintal Gandhi,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Devang Karamta,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Devendra Singh Bora,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Digvesh Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Divesh Sharma,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Ganesh Chaudhary,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Gourav Yadav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Gurjapneet Singh,Indian,Bowler,1.0,8402333.0,0.0,2000000.0,0.136903569,2417,-1,-0.2212999999999851,-0.0
Gurnoor Singh Brar,Indian,Bowler,0.0,2315611.0,0.0,2000000.0,0.136903569,-1,494,0.0,-11.909700000000017
Ishan Porel,Indian,Bowler,0.0,2087011.4,0.0,2000000.0,0.136903569,-1,438,0.0,-5.163700000000006
Jasmer Dhankhar,Indian,Bowler,0.0,2115790.0,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Jhathavedh Subramanyan,Indian,Bowler,0.0,2118371.2,2000000.0,0.0,0.136903569,-1,-1,0.0,-0.0
K.M Asif,Indian,Bowler,0.0,3390081.8,0.0,2000000.0,0.136903569,633,369,-0.2222999999999899,-11.065699999999993
Kuldip Yadav,Indian,Bowler,0.0,2559719.0,0.0,2000000.0,0.136903569,554,435,-1.731799999999993,-0.4627000000000123
Kulwant Khejroliya,Indian,Bowler,0.0,2637747.0,0.0,2000000.0,0.136903569,-1,358,0.0,-7.240700000000004
Lukman Hussain Meriwala,Indian,Bowler,0.0,2070688.6,0.0,2000000.0,0.136903569,-1,424,0.0,-4.997199999999992
Manish Reddy,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Manit Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Mohammed Kaif,Indian,Bowler,0.0,2362440.0,0.0,2000000.0,0.136903569,33,-1,-1.172300000000007,-0.0
Mohit Avasthi,Indian,Bowler,0.0,2122750.8,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Money Grewal,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Monish Reddy,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Mrinmoy Dutta,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Mujtaba Yousuf,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Mukhtar Hussain,Indian,Bowler,0.0,2114630.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Murgan Ashwin,Indian,Bowler,0.0,4949784.5,0.0,2000000.0,0.136903569,419,311,-0.3567999999999927,-7.081700000000012
Mustaq Beg,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Nitin Verma,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Pankaj Yadav,Indian,Bowler,0.0,2118110.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Prince Choudhary,Indian,Bowler,0.0,2114630.5,2000000.0,0.0,0.136903569,-1,-1,0.0,-0.0
Pulkit Narang,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Raghav Goyal,Indian,Bowler,0.0,2339667.2,0.0,2000000.0,0.136903569,-1,497,0.0,0.9587999999999964
Raj Limbani,Indian,Bowler,0.0,2107670.0,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Rakshan Readdi,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Rasikh Dar,Indian,Bowler,0.0,2113470.2,2000000.0,0.0,0.136903569,-1,-1,0.0,-0.0
Ravi Kumar,Indian,Bowler,0.0,3582952.8,0.0,2000000.0,0.136903569,2527,1880,-1.1432999999999822,-4.054699999999997
Sachin Bhosale,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Saurabh Dubey,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Shiva Singh,Indian,Bowler,1.0,10515822.0,0.0,2000000.0,0.136903569,1747,1810,-0.6663000000000068,-2.6111999999999966
Shreyas Gurav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Shubham Agrawal,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Shubham Kapse,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Venkatesh Muralidhara,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Vishal Godara,Indian,Bowler,0.0,2109990.0,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Vishu Kashyap,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Waseem Bashir,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Yuvraj Chudasama,Indian,Bowler,0.0,2119270.5,0.0,2000000.0,0.136903569,-1,-1,0.0,-0.0
Josh Hazlewood,Overseas,Bowler,1.0,20874890.0,0.0,20000000.0,0.136063661,584,414,0.2537000000000091,3.1872999999999934
Kamlesh Nagarkoti,Indian,All-Rounder,0.0,2625603.0,0.0,3000000.0,0.135642507,525,407,0.1897000000000162,-19.344700000000017
Basil Thampi,Indian,Bowler,0.0,3858707.0,0.0,3000000.0,0.134811519,441,341,-0.1847999999999956,-21.330700000000007
Daniel Sams,Overseas,All-Rounder,1.0,15389401.0,0.0,15000000.0,0.133454617,537,411,-0.2257999999999924,-4.028199999999998
Shivam Mavi,Indian,Bowler,1.0,10587446.0,64000000.0,0.0,0.133335708,473,363,-1.3522999999999854,-12.60220000000001
Lizaad Williams,Overseas,Bowler,1.0,4977752.0,0.0,5000000.0,0.133191354,1928,1431,0.3442000000000007,2.9923
Nuwan Thushara,Overseas,Bowler,1.0,3962415.0,48000000.0,0.0,0.132719293,2490,1453,-0.4643000000000086,-0.4087000000000103
Ollie Robinson,Overseas,Bowler,0.0,2132984.0,0.0,7500000.0,0.132498168,-1,-1,0.0,-0.0
Nikhil Naik,Indian,Wicket-Keeper,0.0,2262930.0,0.0,2000000.0,0.128772951,420,-1,-0.2462999999999908,-0.0
Tymal Mills,Overseas,Bowler,1.0,10392962.0,0.0,15000000.0,0.128497395,436,331,0.0211999999999932,-1.6587000000000105
Olly Stone,Overseas,Bowler,1.0,2342565.2,0.0,7500000.0,0.12836434,2735,2038,-0.519299999999987,-6.653700000000015
Siddharth Kaul,Indian,Bowler,1.0,3418203.5,0.0,5000000.0,0.128158696,369,258,-1.4557999999999822,-6.974199999999996
Fareed Ahmad,Overseas,Bowler,1.0,9945841.0,0.0,5000000.0,0.128084347,1608,943,0.0532000000000039,-8.2817
Mohammad Waqar Salamkheil,Overseas,Bowler,0.0,2129765.0,0.0,5000000.0,0.125806012,-1,-1,0.0,-0.0
Prithvi Raj Yarra,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.125321942,-1,-1,0.0,-0.0
Mustafizur Rahman,Overseas,Bowler,1.0,30483042.0,20000000.0,0.0,0.123728816,480,316,-0.7402999999999906,2.7787999999999897
Akash Singh,Indian,Bowler,0.0,3987720.5,2000000.0,0.0,0.12361147,197,430,1.3141999999999996,-12.37469999999999
Lahiru Kumara,Overseas,Bowler,0.0,2128343.8,0.0,5000000.0,0.118748379,-1,-1,0.0,-0.0
Ottneil Baartman,Overseas,Bowler,0.0,2129765.0,0.0,2000000.0,0.114882486,-1,-1,0.0,-0.0
Richard Gleeson,Overseas,Bowler,1.0,4135650.0,0.0,5000000.0,0.113641298,2169,1604,0.4952000000000112,-0.0617000000000018
Chetan Sakariya,Indian,Bowler,1.0,5381371.0,5000000.0,0.0,0.110903412,546,421,-0.1423000000000058,2.268799999999999
Lalit Yadav,Indian,Bowler,0.0,6116641.0,0.0,3000000.0,0.110506106,543,425,-0.6767999999999859,-9.581700000000012
Sakib Hussain,Indian,Bowler,0.0,2108830.2,2000000.0,0.0,0.108552414,-1,-1,0.0,-0.0
Varun Aaron,Indian,Bowler,0.0,2872684.0,0.0,5000000.0,0.101929849,297,205,-0.8832999999999913,-3.3827
Nandre Burger,Overseas,Bowler,1.0,2144465.0,5000000.0,0.0,0.095625508,-1,-1,0.0,-0.0
George Scrimshaw,Overseas,Bowler,0.0,2127184.2,0.0,5000000.0,0.093897315,-1,-1,0.0,-0.0
Tabraiz Shamsi,Overseas,Bowler,1.0,19768138.0,0.0,5000000.0,0.091818877,555,321,-0.7477999999999838,-0.6796999999999969
Billy Stanlake,Overseas,Bowler,1.0,10452712.0,0.0,7500000.0,0.091515455,469,339,-0.8087999999999909,5.197800000000001
Kwena Maphaka,Overseas,Bowler,0.0,2117903.5,0.0,2000000.0,0.086785107,-1,-1,0.0,-0.0
Kartik Tyagi,Indian,Bowler,0.0,3639234.0,6000000.0,0.0,0.083766891,524,409,-0.0012999999999863,-12.351200000000006
Vishwanath Pratap Singh,Indian,All-Rounder,0.0,2199719.8,2000000.0,0.0,0.083598368,327,235,-0.3412999999999897,-2.812700000000006
Blessing Muzarabani,Overseas,Bowler,1.0,11015430.0,0.0,5000000.0,0.078919388,1299,977,0.6966999999999928,-8.9957
Oshane Thomas,Overseas,Bowler,1.0,9003423.0,0.0,5000000.0,0.069853218,1327,400,-0.4093000000000018,-7.187700000000007
Dilshan Madushanka,Overseas,Bowler,1.0,4198978.5,46000000.0,0.0,0.068660556,2727,2032,0.1881999999999948,1.7168000000000063
Sandeep Warrier,Indian,Bowler,1.0,2715605.8,0.0,5000000.0,0.068624616,-1,402,0.0,-6.677700000000016
Lance Morris,Overseas,Bowler,0.0,2127184.2,0.0,7500000.0,0.053936128,-1,-1,0.0,-0.0
Sushant Mishra,Indian,Bowler,0.0,2113470.2,22000000.0,0.0,0.048727428,-1,-1,0.0,-0.0
Yash Dayal,Indian,Bowler,0.0,7120863.5,50000000.0,0.0,0.028820993,588,455,0.216700000000003,-6.969700000000017
Riley Meredith,Overseas,Bowler,1.0,9330067.0,0.0,10000000.0,0.016387463,599,423,-0.1262999999999863,-7.2697
Shamar Joseph,Overseas,Bowler,0.0,2126024.0,0.0,2000000.0,0.008978054,-1,-1,0.0,-0.0
